Photo_ID,Species_name,Tooth,Diet,Habitat,Extinct_Extant,IUCN
A_edwardsi_UM.APC_1,Archaeolemur_edwardsi,UL,fruit,grassland,extinct,extinct
A_edwardsi_UM.APC_2,Archaeolemur_edwardsi,UR,fruit,grassland,extinct,extinct
A_edwardsi_UM.APC_3,Archaeolemur_edwardsi,LL,fruit,grassland,extinct,extinct
A_edwardsi_UM.APC_4,Archaeolemur_edwardsi,LR,fruit,grassland,extinct,extinct
A_laniger_AMNH_100635_1,Avahi_laniger,UL,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100635_2,Avahi_laniger,UR,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100635_3,Avahi_laniger,TC,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100635_4,Avahi_laniger,LL,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100635_5,Avahi_laniger,LR,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100637_1,Avahi_laniger,UL,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100637_2,Avahi_laniger,UR,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_100637_3,Avahi_laniger,LR,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_170494_1,Avahi_laniger,UL,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_170494_2,Avahi_laniger,UR,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_170494_3,Avahi_laniger,LL,leaves,wet_forest,extant,vulnerable
A_laniger_AMNH_170494_4,Avahi_laniger,LR,leaves,wet_forest,extant,vulnerable
A_majori_NHMV_1934_IV_II_1,Archaeolemur_majori,LL,fruit,mixed,extinct,extinct
A_majori_Paris_1906.16_1,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_166_1,Archaeolemur_majori,UR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_169_1,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_1906.16_1,Archaeolemur_majori,LL,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_1906.16_2,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_238_1,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_749_1,Archaeolemur_majori,UR,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_750_1,Archaeolemur_majori,UL,fruit,mixed,extinct,extinct
A_majori_UM.ADCC_uncatalogued_1,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
A_majori_UM.APC_1,Archaeolemur_majori,LL,fruit,mixed,extinct,extinct
A_majori_UM.APC_2,Archaeolemur_majori,LR,fruit,mixed,extinct,extinct
Archaeolemur_DPC_10851_1,Archaeolemur,LL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_10852_1,Archaeolemur,LL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_10852_2,Archaeolemur,LR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_10903_1,Archaeolemur,LL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_10903_2,Archaeolemur,LR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_11830_1,Archaeolemur,UL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_11830_2,Archaeolemur,LL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_11830_3,Archaeolemur,LR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12878_1,Archaeolemur,UL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12878_2,Archaeolemur,UR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12878_3,Archaeolemur,LR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12881_1,Archaeolemur,UR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12881_2,Archaeolemur,LL,fruit,grassland,extinct,extinct
Archaeolemur_DPC_12881_3,Archaeolemur,LR,fruit,grassland,extinct,extinct
Archaeolemur_DPC_20704_1,Archaeolemur,LL,fruit,grassland,extinct,extinct
B_radofilai_DPC_25345_1,Babakotia_radofilai,UL,fruit,dry_forest,extinct,extinct
B_radofilai_DPC_25345_2,Babakotia_radofilai,UR,fruit,dry_forest,extinct,extinct
B_radofilai_UM.ADCC_271_1,Babakotia_radofilai,LR,fruit,dry_forest,extinct,extinct
B_radofilai_UM.ADCC_273_1,Babakotia_radofilai,LR,fruit,dry_forest,extinct,extinct
B_radofilai_UM.ADCC_280_1,Babakotia_radofilai,UR,fruit,dry_forest,extinct,extinct
B_radofilai_UM.APC_1,Babakotia_radofilai,LR,fruit,dry_forest,extinct,extinct
Babakotia_DPC_2_1,Babakotia_radofilai,LL,fruit,dry_forest,extinct,extinct
Babakotia_DPC_3_1,Babakotia_radofilai,LL,fruit,dry_forest,extinct,extinct
Babakotia_DPC_4_1,Babakotia_radofilai,UL,fruit,dry_forest,extinct,extinct
Babakotia_DPC_4_2,Babakotia_radofilai,UR,fruit,dry_forest,extinct,extinct
Babakotia_DPC_1,Babakotia_radofilai,UR,fruit,dry_forest,extinct,extinct
C_medius_AMNH_100652_1,Cheirogaleus_medius,UL,fruit,mixed,extant,least_concern
C_medius_AMNH_100652_2,Cheirogaleus_medius,UR,fruit,mixed,extant,least_concern
C_medius_AMNH_100652_3,Cheirogaleus_medius,TC,fruit,mixed,extant,least_concern
C_medius_AMNH_100652_4,Cheirogaleus_medius,LL,fruit,mixed,extant,least_concern
C_medius_AMNH_100652_5,Cheirogaleus_medius,LR,fruit,mixed,extant,least_concern
C_medius_AMNH_100654_1,Cheirogaleus_medius,UL,fruit,mixed,extant,least_concern
C_medius_AMNH_100654_2,Cheirogaleus_medius,UR,fruit,mixed,extant,least_concern
C_medius_AMNH_100654_3,Cheirogaleus_medius,TC,fruit,mixed,extant,least_concern
C_medius_AMNH_100654_4,Cheirogaleus_medius,LL,fruit,mixed,extant,least_concern
C_medius_AMNH_100654_5,Cheirogaleus_medius,LR,fruit,mixed,extant,least_concern
C_medius_AMNH_196618_1,Cheirogaleus_medius,UL,fruit,mixed,extant,least_concern
C_medius_AMNH_196618_2,Cheirogaleus_medius,UR,fruit,mixed,extant,least_concern
C_medius_AMNH_196618_3,Cheirogaleus_medius,TC,fruit,mixed,extant,least_concern
C_medius_AMNH_196618_4,Cheirogaleus_medius,LL,fruit,mixed,extant,least_concern
C_medius_AMNH_196618_5,Cheirogaleus_medius,LR,fruit,mixed,extant,least_concern
C_medius_DPC_31_1,Cheirogaleus_medius,UL,fruit,mixed,extant,least_concern
C_medius_DPC_31_2,Cheirogaleus_medius,UR,fruit,mixed,extant,least_concern
C_medius_DPC_31_3,Cheirogaleus_medius,TC,fruit,mixed,extant,least_concern
C_medius_DPC_31_4,Cheirogaleus_medius,LL,fruit,mixed,extant,least_concern
C_medius_DPC_31_5,Cheirogaleus_medius,LR,fruit,mixed,extant,least_concern
C_medius_DPC_34_1,Cheirogaleus_medius,UL,fruit,mixed,extant,least_concern
C_medius_DPC_34_2,Cheirogaleus_medius,UR,fruit,mixed,extant,least_concern
C_medius_DPC_34_3,Cheirogaleus_medius,LL,fruit,mixed,extant,least_concern
C_medius_DPC_34_4,Cheirogaleus_medius,LR,fruit,mixed,extant,least_concern
D_madagascariensis_AMNH_100632_1,Daubentonia_madagascariensis,UL,omnivore,mixed,extant,na
D_madagascariensis_AMNH_100632_2,Daubentonia_madagascariensis,UR,omnivore,mixed,extant,na
D_madagascariensis_AMNH_100632_3,Daubentonia_madagascariensis,TC,omnivore,mixed,extant,na
D_madagascariensis_AMNH_100632_4,Daubentonia_madagascariensis,LL,omnivore,mixed,extant,na
D_madagascariensis_AMNH_100632_5,Daubentonia_madagascariensis,LR,omnivore,mixed,extant,na
D_madagascariensis_AMNH_41334_1,Daubentonia_madagascariensis,UL,omnivore,mixed,extant,na
D_madagascariensis_AMNH_41334_2,Daubentonia_madagascariensis,UR,omnivore,mixed,extant,na
D_madagascariensis_AMNH_41334_3,Daubentonia_madagascariensis,TC,omnivore,mixed,extant,na
D_madagascariensis_AMNH_41334_4,Daubentonia_madagascariensis,LL,omnivore,mixed,extant,na
D_madagascariensis_AMNH_41334_5,Daubentonia_madagascariensis,LR,omnivore,mixed,extant,na
E_collaris_AMNH_170749_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170749_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170749_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170749_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170749_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170766_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170766_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170766_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170766_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170766_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170773_1,Eulemur_collaris,UL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170773_2,Eulemur_collaris,UR,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170773_3,Eulemur_collaris,TC,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170773_4,Eulemur_collaris,LL,fruit,wet_forest,extant,endangered
E_collaris_AMNH_170773_5,Eulemur_collaris,LR,fruit,wet_forest,extant,endangered
E_coronatus_AMNH_100613_1,Eulemur_coronatus,UL,fruit,mixed,extant,endangered
E_coronatus_AMNH_100613_2,Eulemur_coronatus,UR,fruit,mixed,extant,endangered
E_coronatus_AMNH_100613_3,Eulemur_coronatus,TC,fruit,mixed,extant,endangered
E_coronatus_AMNH_100613_4,Eulemur_coronatus,LL,fruit,mixed,extant,endangered
E_coronatus_AMNH_100613_5,Eulemur_coronatus,LR,fruit,mixed,extant,endangered
E_coronatus_AMNH_100617_1,Eulemur_coronatus,UL,fruit,mixed,extant,endangered
E_coronatus_AMNH_100617_2,Eulemur_coronatus,UR,fruit,mixed,extant,endangered
E_coronatus_AMNH_100617_3,Eulemur_coronatus,TC,fruit,mixed,extant,endangered
E_coronatus_AMNH_100617_4,Eulemur_coronatus,LL,fruit,mixed,extant,endangered
E_coronatus_AMNH_100617_5,Eulemur_coronatus,LR,fruit,mixed,extant,endangered
E_coronatus_UM.APC_332_1,Eulemur_coronatus,UL,fruit,mixed,extant,endangered
E_coronatus_UM.APC_332_2,Eulemur_coronatus,UR,fruit,mixed,extant,endangered
E_coronatus_UM.APC_332_3,Eulemur_coronatus,TC,fruit,mixed,extant,endangered
E_coronatus_UM.APC_332_4,Eulemur_coronatus,LL,fruit,mixed,extant,endangered
E_coronatus_UM.APC_332_5,Eulemur_coronatus,LR,fruit,mixed,extant,endangered
E_f_rufus_UM.APC_335_1,Eulemur_rufus,UL,omnivore,dry_forest,extant,vulnerable
E_f_rufus_UM.APC_335_2,Eulemur_rufus,UR,omnivore,dry_forest,extant,vulnerable
E_f_rufus_UM.APC_335_3,Eulemur_rufus,LL,omnivore,dry_forest,extant,vulnerable
E_f_rufus_UM.APC_335_4,Eulemur_rufus,LR,omnivore,dry_forest,extant,vulnerable
E_fulvus_AMNH_19159_1,Eulemur_fulvus,UL,mixed,mixed,extant,near_threatened
E_fulvus_AMNH_19159_2,Eulemur_fulvus,UR,mixed,mixed,extant,near_threatened
E_fulvus_AMNH_19159_3,Eulemur_fulvus,TC,mixed,mixed,extant,near_threatened
E_fulvus_AMNH_19159_4,Eulemur_fulvus,LL,mixed,mixed,extant,near_threatened
E_fulvus_AMNH_19159_5,Eulemur_fulvus,LR,mixed,mixed,extant,near_threatened
E_macaco_AMNH_100530_1,Eulemur_macaco,UL,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100530_2,Eulemur_macaco,UR,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100530_4,Eulemur_macaco,LL,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100530_5,Eulemur_macaco,LR,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100606_1,Eulemur_macaco,UL,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100606_2,Eulemur_macaco,UR,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100606_3,Eulemur_macaco,TC,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100606_4,Eulemur_macaco,LL,fruit,mixed,extant,vulnerable
E_macaco_AMNH_100606_5,Eulemur_macaco,LR,fruit,mixed,extant,vulnerable
E_macaco_YPM_991_1,Eulemur_macaco,UL,fruit,mixed,extant,vulnerable
E_macaco_YPM_991_2,Eulemur_macaco,UR,fruit,mixed,extant,vulnerable
E_macaco_YPM_991_3,Eulemur_macaco,TC,fruit,mixed,extant,vulnerable
E_macaco_YPM_991_4,Eulemur_macaco,LL,fruit,mixed,extant,vulnerable
E_macaco_YPM_991_5,Eulemur_macaco,LR,fruit,mixed,extant,vulnerable
E_mongoz_AMNH_100516_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100516_2,Eulemur_mongoz,UR,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100516_3,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100516_4,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100539_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100539_2,Eulemur_mongoz,UR,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100539_3,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100539_4,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100608_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100608_2,Eulemur_mongoz,TC,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100608_3,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
E_mongoz_AMNH_100608_4,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_283_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_283_2,Eulemur_mongoz,UR,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_283_4,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_283_5,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_300_1,Eulemur_mongoz,UL,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_300_2,Eulemur_mongoz,UR,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_300_3,Eulemur_mongoz,TC,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_300_4,Eulemur_mongoz,LL,fruit,dry_forest,extant,critically_endangered
E_mongoz_UM.APC_300_5,Eulemur_mongoz,LR,fruit,dry_forest,extant,critically_endangered
E_rubriventer_AMNH_100567_1,Eulemur_rubriventer,UL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100567_2,Eulemur_rubriventer,UR,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100567_3,Eulemur_rubriventer,LL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100567_4,Eulemur_rubriventer,LR,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100603_1,Eulemur_rubriventer,UL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100603_2,Eulemur_rubriventer,UR,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100603_3,Eulemur_rubriventer,LL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100603_4,Eulemur_rubriventer,LR,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100604_1,Eulemur_rubriventer,UL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100604_2,Eulemur_rubriventer,UR,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100604_3,Eulemur_rubriventer,LL,fruit,wet_forest,extant,vulnerable
E_rubriventer_AMNH_100604_4,Eulemur_rubriventer,LR,fruit,wet_forest,extant,vulnerable
G_s_senegalensis_AMNH_169425_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_169425_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_169425_3,Galago_senegalensis,TC,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_169425_4,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_169425_5,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180099_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180099_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180099_3,Galago_senegalensis,TC,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180099_4,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180099_5,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180316_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180316_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180316_3,Galago_senegalensis,TC,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180316_4,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_s_senegalensis_AMNH_180316_5,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_senegalensis_UM-134_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_UM-134_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_UM-134_3,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_UM-134_4,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_senegalensis_UM-APC_133_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_UM-APC_133_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_UM-APC_133_3,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_UM-APC_133_4,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_senegalensis_YPM_3734_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_YPM_3734_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_YPM_3734_3,Galago_senegalensis,TC,omnivore,woodland,extant,na
G_senegalensis_YPM_3734_4,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_YPM_3734_5,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_senegalensis_YPM_3L05_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_YPM_3L05_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_YPM_3L05_3,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_YPM_3L05_4,Galago_senegalensis,LR,omnivore,woodland,extant,na
G_senegalensis_YPM_3L06_1,Galago_senegalensis,UL,omnivore,woodland,extant,na
G_senegalensis_YPM_3L06_2,Galago_senegalensis,UR,omnivore,woodland,extant,na
G_senegalensis_YPM_3L06_3,Galago_senegalensis,LL,omnivore,woodland,extant,na
G_senegalensis_YPM_3L06_4,Galago_senegalensis,LR,omnivore,woodland,extant,na
H_g_griseus_AMNH_170667_1,Hapalemur_griseus,UL,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170667_2,Hapalemur_griseus,UR,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170672_1,Hapalemur_griseus,UL,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170672_2,Hapalemur_griseus,UR,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170672_3,Hapalemur_griseus,TC,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170672_4,Hapalemur_griseus,LL,leaves,wet_forest,extant,vulnerable
H_g_griseus_AMNH_170672_5,Hapalemur_griseus,LR,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_1601_1,Hapalemur_griseus,UL,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_1601_2,Hapalemur_griseus,UR,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_1601_3,Hapalemur_griseus,TC,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_1601_4,Hapalemur_griseus,LL,leaves,wet_forest,extant,vulnerable
H_griseus_YPM_1601_5,Hapalemur_griseus,LR,leaves,wet_forest,extant,vulnerable
H_simus_DPC_10943_1,Prolemur_simus,UL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_10943_2,Prolemur_simus,UR,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_10943_3,Prolemur_simus,LL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_10943_4,Prolemur_simus,LR,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_10956_1,Prolemur_simus,UL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_10956_2,Prolemur_simus,UR,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12771_1,Prolemur_simus,UL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12826_1,Prolemur_simus,UL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12826_2,Prolemur_simus,LL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12826_3,Prolemur_simus,LR,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12887_1,Prolemur_simus,TC,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_12887_2,Prolemur_simus,LL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_7938_1,Prolemur_simus,UL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_7938_2,Prolemur_simus,UR,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_7938_3,Prolemur_simus,LL,leaves,wet_forest,extant,critically_endangered
H_simus_DPC_7938_4,Prolemur_simus,LR,leaves,wet_forest,extant,critically_endangered
H_stenognathus_UM.ADCC_200_1,Hadropithecus_stenognathus,UL,mixed,spiny_forest,extinct,extinct
H_stenognathus_UM.APC_1910.33_1,Hadropithecus_stenognathus,UL,mixed,spiny_forest,extinct,extinct
Hadropithecus_NHMV_1934_1,Hadropithecus,UL,mixed,grassland,extinct,extinct
I_indri_AMNH_100505_1,Indri_indri,UL,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100505_2,Indri_indri,UR,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100505_3,Indri_indri,TC,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100505_4,Indri_indri,LL,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100505_5,Indri_indri,LR,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100507_1,Indri_indri,UL,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100507_2,Indri_indri,UR,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100507_3,Indri_indri,LR,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100816_1,Indri_indri,UL,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100816_2,Indri_indri,UR,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100816_4,Indri_indri,LL,leaves,wet_forest,extant,critically_endangered
I_indri_AMNH_100816_5,Indri_indri,LR,leaves,wet_forest,extant,critically_endangered
L_catta_AMNH_170740_1,Lemur_catta,UL,mixed,mixed,extant,endangered
L_catta_AMNH_170740_2,Lemur_catta,UR,mixed,mixed,extant,endangered
L_catta_AMNH_170740_3,Lemur_catta,TC,mixed,mixed,extant,endangered
L_catta_AMNH_170740_4,Lemur_catta,LL,mixed,mixed,extant,endangered
L_catta_AMNH_170740_5,Lemur_catta,LR,mixed,mixed,extant,endangered
L_catta_AMNH_170743_1,Lemur_catta,UL,mixed,mixed,extant,endangered
L_catta_AMNH_170743_2,Lemur_catta,UR,mixed,mixed,extant,endangered
L_catta_AMNH_170743_4,Lemur_catta,LL,mixed,mixed,extant,endangered
L_catta_DPC_1_1,Lemur_catta,UL,mixed,mixed,extant,endangered
L_catta_DPC_1_2,Lemur_catta,UR,mixed,mixed,extant,endangered
L_catta_DPC_1_3,Lemur_catta,TC,mixed,mixed,extant,endangered
